customeraccount,sexo,cp,ciudad,estado,cve_prom,cve_suc,cve_zona,edo_civil
1-127597-I[,M,27140,TORREON,COAHUILA DE ZARAGOZA,V0068,245,9932.0,C
1-782160-MF,F,2060,AZCAPOTZALCO,CIUDAD DE MEXICO,W9622,962,9933.0,S
1-812215-CW,M,47728,TEPATITLAN DE MORELOS,JALISCO,V0329,158,6150.0,C
1-890337-KK,M,72280,PUEBLA,PUEBLA,W3153,315,9933.0,C
1-287599-TB,M,44210,GUADALAJARA,JALISCO,W1082,108,6150.0,S
1-881004-TZ,F,9030,IZTAPALAPA,CIUDAD DE MEXICO,W9592,959,4831.0,C
1-318188-TK,F,14643,TLALPAN,CIUDAD DE MEXICO,W0672,67,4831.0,S
1-206701-XN,F,45260,IXTLAHUACAN DEL RIO,JALISCO,W1764,176,6150.0,C
1-151143-FW,M,22104,TIJUANA,BAJA CALIFORNIA,V1035,127,6777.0,C
1-797546-UJ,F,53950,NAUCALPAN DE JUAREZ,MEXICO,V0356,98,9934.0,C
1-460576-UE,M,53297,NAUCALPAN,MEXICO,V0565,19,9934.0,C
1-268996-OE,M,67322,SANTIAGO,NUEVO LEON,W1782,178,6777.0,C
1-824335-KG,M,77504,BENITO JUAREZ,QUINTANA ROO,V0132,378,9610.0,C
1-134862-YC,F,1780,ALVARO OBREGON,CIUDAD DE MEXICO,V0507,997,4831.0,C
1-812866-YL,M,34020,DURANGO,DURANGO,W2204,220,9932.0,C
1-774694-BG,F,29030,TUXTLA GUTIERREZ,CHIAPAS,V0443,359,9610.0,C
1-772960-VX,F,15900,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,W0798,79,4831.0,S
1-306491-OH,F,72550,PUEBLA,PUEBLA,W4822,482,9933.0,S
1-970148-SN,M,25204,SALTILLO,COAHUILA DE ZARAGOZA,V0363,242,9932.0,C
1-242776-KO,M,90010,TLAXCALA,TLAXCALA,W0125,12,4831.0,C
1-356485-EJ,F,45239,ZAPOPAN,JALISCO,Z9822,3982,6150.0,C
1-712470-JL,F,62738,YAUTEPEC,MORELOS,W9642,964,4831.0,S
1-762349-JA,M,44610,GUADALAJARA,JALISCO,Z5581,3558,6150.0,S
1-893431-BZ,M,8230,IZTACALCO,CIUDAD DE MEXICO,W0448,44,4831.0,C
1-534471-TD,F,22420,TIJUANA,BAJA CALIFORNIA,W1014,101,6777.0,S
1-627628-JP,F,86000,CENTRO,TABASCO,W3472,347,9610.0,V
1-706404-YH,F,9100,IZTAPALAPA,CIUDAD DE MEXICO,W0731,73,4831.0,C
1-249035-LQ,M,22785,ENSENADA,BAJA CALIFORNIA,V0266,138,6777.0,C
1-799369-ZM,M,31200,CHIHUAHUA,CHIHUAHUA,W7212,721,6777.0,S
1-324176-SR,M,42060,PACHUCA,HIDALGO,W0828,82,9934.0,C
1-469494-PR,M,21090,MEXICALI,BAJA CALIFORNIA,W1418,141,6777.0,C
1-238610-NV,F,75520,CHALCHICOMULA DE SESMA,PUEBLA,W4618,461,9933.0,S
1-272544-EO,M,76906,CORREGIDORA,QUERETARO,V0335,400,9931.0,C
1-510877-JK,M,72160,PUEBLA,PUEBLA,V0052,310,9933.0,C
1-711606-A\,F,72400,PUEBLA,PUEBLA,V0052,310,9933.0,S
1-305406-QJ,M,49600,ZAPOTILTIC,JALISCO,W1571,157,6150.0,C
1-242472-[R,M,50264,TOLUCA,MEXICO,V0690,988,4831.0,C
1-975426-EX,F,48760,TONAYA,JALISCO,W1673,167,6150.0,S
1-206293-X\,F,45019,ZAPOPAN,JALISCO,W1209,120,6150.0,C
1-804538-AC,M,72400,PUEBLA,PUEBLA,Z0323,3032,9933.0,S
1-900363-MZ,M,8200,IZTACALCO,CIUDAD DE MEXICO,W6301,630,4831.0,C
1-777310-VS,F,10580,LA MAGDALENA CONTRERAS,CIUDAD DE MEXICO,W0263,26,4831.0,S
1-915375-WX,F,69000,HUAJUAPAN DE LEON,OAXACA,W3216,321,9933.0,S
1-886127-MH,M,20138,AGUASCALIENTES,AGUASCALIENTES,V0240,286,9931.0,C
1-285395-KY,F,44190,GUADALAJARA,JALISCO,W1072,107,6150.0,C
1-836122-AH,F,15900,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,W0614,61,4831.0,C
1-488302-PE,M,21900,MEXICALI,BAJA CALIFORNIA,W4053,405,6777.0,S
1-996926-NV,F,45100,ZAPOPAN,JALISCO,V0398,3808,6150.0,C
1-108637-DD,M,62757,CUAUTLA,MORELOS,W0888,88,4831.0,C
1-622364-PN,M,47200,TEOCALTICHE,JALISCO,W1544,154,9931.0,C
1-123355-H\,M,47680,TEPATITLAN DE MORELOS,JALISCO,W1583,158,6150.0,C
1-485869-TD,F,86035,CENTRO,TABASCO,W7681,768,9610.0,C
1-943843-KP,M,31213,CHIHUAHUA,CHIHUAHUA,V0196,3696,6777.0,C
1-245216-KW,M,76140,QUERETARO,QUERETARO,V0080,815,9931.0,C
1-745055-NQ,M,91000,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,W3352,335,9933.0,C
1-252174-UX,F,45200,ZAPOPAN,JALISCO,X1432,1143,6150.0,D
1-679090-UG,F,44630,GUADALAJARA,JALISCO,Z5582,3558,6150.0,C
1-624992-DB,F,44520,GUADALAJARA,JALISCO,V0112,714,6150.0,C
1-627882-BO,M,75520,CHALCHICOMULA DE SESMA,PUEBLA,W4618,461,9933.0,C
1-981294-CA,M,86751,CENTLA,TABASCO,V8174,355,9610.0,C
1-508905-SK,F,60950,LAZARO CARDENAS,MICHOACAN DE OCAMPO,W1861,186,6150.0,C
1-814880-ER,M,21240,MEXICALI,BAJA CALIFORNIA,W3962,396,6777.0,C
1-924002-FO,M,4250,COYOACAN,CIUDAD DE MEXICO,V0367,547,4831.0,C
1-352255-JH,M,1460,ALVARO OBREGON,CIUDAD DE MEXICO,W5922,592,4831.0,C
1-535557-HK,M,45730,VILLA CORONA,JALISCO,W1832,183,6150.0,C
1-188948-XY,M,34108,DURANGO,DURANGO,V0688,859,9932.0,C
1-844319-ME,M,74585,CHIETLA,PUEBLA,W3194,319,9933.0,C
1-124355-MF,M,62820,YECAPIXTLA,MORELOS,V0110,88,4831.0,S
1-259701-M\,F,86019,CENTRO,TABASCO,W3528,352,9610.0,S
1-376818-AY,F,45070,ZAPOPAN,JALISCO,V0124,1690,6150.0,C
1-819313-AQ,F,85835,NAVOJOA,SONORA,V0471,192,6777.0,C
1-171180-WI,F,48335,PUERTO VALLARTA,JALISCO,V0434,700,6150.0,S
1-611673-VW,M,81020,GUASAVE,SINALOA,W1992,199,6777.0,C
1-774864-ZG,F,10200,LA MAGDALENA CONTRERAS,CIUDAD DE MEXICO,V0062,1574,4831.0,S
1-366297-[C,M,26700,SABINAS,COAHUILA DE ZARAGOZA,W2371,237,9932.0,C
1-440585-WH,F,49600,ZAPOTILTIC,JALISCO,W1578,157,6150.0,V
1-570544-DZ,M,74419,IZUCAR DE MATAMOROS,PUEBLA,W3194,319,9933.0,C
1-692155-JV,M,72030,PUEBLA,PUEBLA,W4634,463,9933.0,C
1-640880-GT,M,21220,MEXICALI,BAJA CALIFORNIA,W1451,145,6777.0,S
1-654065-AK,M,45130,ZAPOPAN,JALISCO,W1202,120,6150.0,C
1-620805-FE,F,47180,ARANDAS,JALISCO,W1628,162,6150.0,S
1-897442-FW,F,36256,GUANAJUATO,GUANAJUATO,V0236,280,9931.0,S
1-737895-AT,M,81215,AHOME,SINALOA,W1971,197,6777.0,C
1-896657-SY,M,6140,CUAUHTEMOC,CIUDAD DE MEXICO,W0164,16,9934.0,C
1-632443-ES,M,81290,AHOME,SINALOA,W1982,198,6777.0,C
1-556031-KJ,M,25382,ARTEAGA,COAHUILA DE ZARAGOZA,W2391,239,9932.0,C
1-804449-VM,F,85870,NAVOJOA,SONORA,W7903,790,6777.0,C
1-558022-NK,F,97205,MERIDA,YUCATAN,W8952,895,9610.0,S
1-892810-ON,F,37358,LEON,GUANAJUATO,W2788,278,9931.0,S
1-605747-PM,M,24155,CARMEN,CAMPECHE,X8658,1865,9610.0,C
1-392220-LI,F,47400,LAGOS DE MORENO,JALISCO,W1518,151,9931.0,C
1-168830-WK,M,86037,CENTRO,TABASCO,V8174,346,9610.0,C
1-164551-C[,M,45206,ZAPOPAN,JALISCO,V8164,714,6150.0,C
1-255284-PX,M,83147,HERMOSILLO,SONORA,W1503,150,6777.0,C
1-171644-MA,F,7480,GUSTAVO A MADERO,CIUDAD DE MEXICO,V5030,27,9934.0,S
1-420325-MY,F,60000,URUAPAN,MICHOACAN DE OCAMPO,W2944,294,6150.0,C
1-930812-OG,F,11529,MIGUEL HIDALGO,CIUDAD DE MEXICO,V0657,594,9934.0,S
1-191833-KX,F,66633,APODACA,NUEVO LEON,W0998,99,9934.0,S
1-861951-WQ,M,44250,GUADALAJARA,JALISCO,W1214,121,6150.0,S
1-698671-PH,M,57420,NEZAHUALCOYOTL,MEXICO,W0583,58,9934.0,C
1-320770-L\,F,3100,BENITO JUAREZ,CIUDAD DE MEXICO,W4962,496,4831.0,S
1-617457-SD,F,52005,LERMA,MEXICO,X9153,1915,9934.0,C
1-166774-SV,M,48740,EL GRULLO,JALISCO,W1612,161,6150.0,C
1-651665-GJ,F,45350,EL ARENAL,JALISCO,W1009,100,6150.0,S
1-867942-OY,F,6200,CUAUHTEMOC,CIUDAD DE MEXICO,W0188,18,9934.0,S
1-942214-GL,M,48050,AYUTLA,JALISCO,W1701,170,6150.0,C
1-294080-PR,F,36259,GUANAJUATO,GUANAJUATO,W2748,274,9931.0,C
1-508849-HN,M,86820,TEAPA,TABASCO,W3571,357,9610.0,C
1-628799-[U,F,48900,AUTLAN DE NAVARRO,JALISCO,V0324,159,6150.0,C
1-570849-JI,M,24120,CARMEN,CAMPECHE,W0071,7,9934.0,S
1-657040-VI,F,2660,AZCAPOTZALCO,CIUDAD DE MEXICO,W0014,1,4831.0,S
1-563723-AR,M,76269,EL MARQUES,QUERETARO,V0087,370,9931.0,C
1-401450-AA,M,91190,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,W4374,437,9933.0,C
1-326664-KU,F,38900,SALVATIERRA,GUANAJUATO,W1014,101,6777.0,C
1-588118-CB,M,31207,CHIHUAHUA,CHIHUAHUA,W7212,721,6777.0,S
1-953430-YL,M,45110,ZAPOPAN,JALISCO,Z8048,3804,6150.0,C
1-304283-IT,M,52970,ATIZAPAN DE ZARAGOZA,MEXICO,W6533,653,9934.0,C
1-988091-NS,M,97246,MERIDA,YUCATAN,W0015,1,4831.0,S
1-330233-VH,F,48335,PUERTO VALLARTA,JALISCO,W9402,940,6150.0,C
1-499595-[C,M,43994,TEPEAPULCO,HIDALGO,W0788,78,9934.0,C
1-794833-NB,M,88200,NUEVO LAREDO,TAMAULIPAS,V0221,894,9932.0,C
1-766991-FT,M,3610,BENITO JUAREZ,CIUDAD DE MEXICO,V0658,3003,9934.0,C
1-730686-DV,F,72410,PUEBLA,PUEBLA,V0040,314,9933.0,C
1-844305-ZB,M,45020,ZAPOPAN,JALISCO,W1009,100,6150.0,S
1-714151-IW,F,22001,TIJUANA,BAJA CALIFORNIA,W1313,131,6777.0,U
1-849778-BS,F,54900,TULTITLAN,MEXICO,W0958,95,9934.0,S
1-331874-LA,M,44610,GUADALAJARA,JALISCO,V0612,3808,6150.0,S
1-479966-PR,M,64009,MONTERREY,NUEVO LEON,V0357,460,9932.0,C
1-196156-DQ,F,3900,BENITO JUAREZ,CIUDAD DE MEXICO,W0592,59,4831.0,C
1-641721-AF,F,76100,SANTIAGO DE QUERETARO,QUERETARO,W3722,372,9931.0,C
1-542196-PJ,F,15430,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,W0998,99,9934.0,C
1-478805-IE,M,76160,QUERETARO,QUERETARO,W0537,53,9934.0,C
1-616256-AS,M,66420,SAN NICOLAS DE LOS GARZA,NUEVO LEON,W4024,402,9932.0,S
1-617982-MC,F,3020,BENITO JUAREZ,CIUDAD DE MEXICO,W0164,16,9934.0,S
1-686434-YB,M,54740,CUAUTITLAN IZCALLI,MEXICO,V0523,51,9934.0,C
1-994757-KA,F,72570,PUEBLA,PUEBLA,W3105,310,9933.0,D
1-872355-NK,M,55070,ECATEPEC,MEXICO,W0343,34,9934.0,S
1-987918-[E,M,3630,BENITO JUAREZ,CIUDAD DE MEXICO,W0998,99,9934.0,C
1-846919-LE,M,49600,ZAPOTILTIC,JALISCO,W1571,157,6150.0,C
1-975369-KK,F,11850,MIGUEL HIDALGO,CIUDAD DE MEXICO,V0016,9,4831.0,S
1-116368-MZ,M,94280,MEDELLIN,VERACRUZ DE IGNACIO DE LA LLAVE,V0190,337,9933.0,C
1-107246-NP,F,14050,TLALPAN,CIUDAD DE MEXICO,Z0113,3011,4831.0,S
1-734375-IT,M,47180,ARANDAS,JALISCO,W1628,162,6150.0,C
1-779356-VL,F,60030,URUAPAN,MICHOACAN DE OCAMPO,V0166,294,6150.0,C
1-569022-[T,F,6450,CUAUHTEMOC,CIUDAD DE MEXICO,V0055,434,9934.0,C
1-598395-XW,M,6470,CUAUHTEMOC,CIUDAD DE MEXICO,V8155,497,9934.0,C
1-527287-EE,M,54130,TLALNEPANTLA,MEXICO,W0138,13,9934.0,C
1-562919-UO,F,47200,TEOCALTICHE,JALISCO,W1541,154,9931.0,C
1-599396-ST,M,53120,NAUCALPAN DE JUAREZ,MEXICO,V0006,687,9934.0,C
1-833499-XD,M,32543,JUAREZ,CHIHUAHUA,W8728,872,6777.0,C
1-911427-AC,F,86030,CENTRO,TABASCO,V0084,350,9610.0,C
1-102463-IJ,F,4920,COYOACAN,CIUDAD DE MEXICO,W0715,71,4831.0,S
1-186015-GB,F,45040,ZAPOPAN,JALISCO,W1593,159,6150.0,C
1-833789-OP,M,47180,ARANDAS,JALISCO,W1625,162,6150.0,C
1-247461-EK,F,22234,TIJUANA,BAJA CALIFORNIA,W1302,130,6777.0,S
1-902321-XR,M,90990,SAN PABLO DEL MONTE,TLAXCALA,W2215,221,9933.0,C
1-596362-OT,M,89360,TAMPICO,TAMAULIPAS,W2734,273,9932.0,S
1-281689-HV,M,74500,ATZITZIHUACAN,PUEBLA,W0602,60,4831.0,S
1-775737-RD,F,59600,ZAMORA,MICHOACAN DE OCAMPO,V0092,292,6150.0,C
1-219279-BU,M,87500,VALLE HERMOSO,TAMAULIPAS,V0208,257,9932.0,C
1-733027-Y[,M,51350,ZINACANTEPEC,MEXICO,V0654,84,9934.0,C
1-734788-OG,M,53240,NAUCALPAN,MEXICO,W5873,587,9934.0,C
1-508581-J\,F,45067,ZAPOPAN,JALISCO,W1009,100,6150.0,S
1-928767-VF,F,72420,PUEBLA,PUEBLA,W3328,332,9933.0,S
1-262101-RD,M,42070,PACHUCA DE SOTO,HIDALGO,X9773,1977,9934.0,C
1-779611-MP,F,20115,AGUASCALIENTES,AGUASCALIENTES,W7108,710,9931.0,C
1-921183-TY,M,91700,VERACRUZ,VERACRUZ DE IGNACIO DE LA LLAVE,W3372,337,9933.0,V
1-476884-YC,M,3510,BENITO JUAREZ,CIUDAD DE MEXICO,W0243,24,4831.0,C
1-557630-QE,M,22206,TIJUANA,BAJA CALIFORNIA,W1323,132,6777.0,C
1-744546-IZ,F,16030,XOCHIMILCO,CIUDAD DE MEXICO,W0283,28,4831.0,D
1-701675-DE,M,91193,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,V0188,335,9933.0,C
1-554621-KX,M,16020,XOCHIMILCO,CIUDAD DE MEXICO,V0380,571,4831.0,S
1-987528-MT,F,56170,TEXCOCO,MEXICO,W0143,14,9934.0,C
1-586298-OX,M,54750,CUAUTITLAN IZCALLI,MEXICO,W6531,653,9934.0,C
1-224456-LA,M,39407,ACAPULCO DE JUAREZ,GUERRERO,W0752,75,9933.0,U
1-826775-D[,F,62240,CUERNAVACA,MORELOS,Z5578,3557,9934.0,C
1-572288-PD,F,11010,MIGUEL HIDALGO,DF,W0614,61,4831.0,S
1-338014-LL,F,10100,LA MAGDALENA CONTRERAS,CIUDAD DE MEXICO,Z5578,3557,9934.0,S
1-127234-MV,F,27240,TORREON,COAHUILA DE ZARAGOZA,W8108,810,9932.0,S
1-403600-JE,M,4960,COYOACAN,CIUDAD DE MEXICO,V0054,26,4831.0,C
1-523336-XY,M,6800,CUAUHTEMOC,CIUDAD DE MEXICO,W0283,28,4831.0,C
1-318984-SG,M,45470,ACATIC,JALISCO,W1752,175,6150.0,S
1-792663-GK,M,93290,POZA RICA DE HIDALGO,VERACRUZ DE IGNACIO DE LA LLAVE,V0553,675,9933.0,C
1-195431-NA,M,14000,TLALPAN,CIUDAD DE MEXICO,W0294,29,4831.0,C
1-937217-EX,F,53100,NAUCALPAN,MEXICO,W0652,65,9934.0,C
1-539542-VH,F,7820,GUSTAVO A MADERO,CIUDAD DE MEXICO,X6541,1654,9934.0,S
1-260572-NK,M,86150,CENTRO,TABASCO,W3482,348,9610.0,C
1-651522-T[,M,52787,HUIXQUILUCAN,MEXICO,V0174,3,4831.0,C
1-977082-FO,F,7969,GUSTAVO A MADERO,CIUDAD DE MEXICO,S9943,6994,9934.0,V
1-607688-ER,F,45730,VILLA CORONA,JALISCO,W1831,183,6150.0,C
1-283517-MI,M,27250,TORREON,COAHUILA DE ZARAGOZA,W3884,388,9932.0,S
1-773062-ZO,F,7979,GUSTAVO A MADERO,CIUDAD DE MEXICO,W0422,42,4831.0,S
1-425487-[A,M,47000,SAN JUAN DE LOS LAGOS,JALISCO,W1552,155,6150.0,C
1-494441-OZ,M,11000,MIGUEL HIDALGO,CIUDAD DE MEXICO,V8155,3006,9934.0,C
1-692903-FE,M,97205,MERIDA,YUCATAN,Z0568,3056,9610.0,C
1-950633-YQ,F,54040,TLALNEPANTLA DE BAZ,MEXICO,V0522,3002,9934.0,S
1-804090-RM,F,97203,MERIDA,YUCATAN,Z0563,3056,9610.0,C
1-298061-IM,F,31200,CHIHUAHUA,CHIHUAHUA,W7472,747,6777.0,S
1-526647-NX,M,91190,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,V0015,3031,9933.0,C
1-196067-IB,F,33850,HIDALGO DEL PARRAL,CHIHUAHUA,V0197,216,6777.0,C
1-545095-TW,F,52937,ATIZAPAN DE ZARAGOZA,MEXICO,V0372,637,9934.0,C
1-247822-UZ,M,44639,GUADALAJARA,JALISCO,Z0458,3045,6150.0,C
1-885788-FY,F,1780,ALVARO OBREGON,CIUDAD DE MEXICO,W9112,911,4831.0,S
1-367957-WW,M,37125,LEON,GUANAJUATO,W4787,478,9931.0,C
1-104904-X[,F,44270,GUADALAJARA,JALISCO,X1002,1100,9934.0,C
1-172255-KO,F,21370,MEXICALI,BAJA CALIFORNIA,W1463,146,6777.0,S
1-602284-ZJ,F,45730,VILLA CORONA,JALISCO,W1832,183,6150.0,C
1-174641-EU,F,21330,MEXICALI,BAJA CALIFORNIA,S9944,6994,9934.0,S
1-771597-RJ,M,3300,BENITO JUAREZ,CIUDAD DE MEXICO,W0994,99,9934.0,S
1-227063-VL,M,44950,GUADALAJARA,JALISCO,W4491,449,6150.0,C
1-202601-X[,M,44860,GUADALAJARA,JALISCO,V0163,3045,6150.0,C
1-244354-OR,M,22180,TIJUANA,BAJA CALIFORNIA,W1418,141,6777.0,C
1-873473-JC,M,20116,AGUASCALIENTES,AGUASCALIENTES,W7104,710,9931.0,C
1-179241-JJ,M,27250,TORREON,COAHUILA DE ZARAGOZA,V0460,810,9932.0,C
1-581029-DU,F,54750,CUAUTITLAN IZCALLI,MEXICO,W0998,99,9934.0,S
1-383798-S\,F,54180,TLALNEPANTLA,MEXICO,V0010,34,9934.0,V
1-668293-ZR,F,11500,MIGUEL HIDALGO,CIUDAD DE MEXICO,W0078,7,9934.0,C
1-768913-CA,F,91650,PUENTE NACIONAL,VERACRUZ DE IGNACIO DE LA LLAVE,X9148,1914,9933.0,C
1-261147-XS,M,26739,SABINAS,COAHUILA DE ZARAGOZA,W8088,808,9932.0,C
1-888284-WP,M,22416,TIJUANA,BAJA CALIFORNIA,W1233,123,6777.0,C
1-288757-H[,F,3100,BENITO JUAREZ,CIUDAD DE MEXICO,V0404,17,9934.0,C
1-364340-XP,M,86930,BALANCAN,TABASCO,W3543,354,9610.0,C
1-532208-FS,M,9800,IZTAPALAPA,CIUDAD DE MEXICO,Z5578,3557,9934.0,C
1-730221-WL,F,14390,TLALPAN,CIUDAD DE MEXICO,W0678,67,4831.0,S
1-620469-QV,M,27000,TORREON,COAHUILA DE ZARAGOZA,V0364,1676,9932.0,C
1-634772-BT,M,45410,TONALA,JALISCO,W1191,119,6150.0,C
1-486620-OX,M,43810,TIZAYUCA,HIDALGO,V0551,26,4831.0,C
1-449937-FF,F,14410,TLALPAN,CIUDAD DE MEXICO,Z0162,3016,4831.0,S
1-459133-AK,F,75000,RAFAEL LARA GRAJALES,PUEBLA,W3228,322,9933.0,S
1-733450-SC,M,8500,IZTACALCO,CIUDAD DE MEXICO,W0902,90,9934.0,C
1-473285-XQ,M,25086,SALTILLO,COAHUILA DE ZARAGOZA,W2398,239,9932.0,C
1-336456-NO,M,47200,TEOCALTICHE,JALISCO,W1544,154,9931.0,C
1-347124-ZC,F,15990,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,W0164,16,9934.0,S
1-971776-JL,F,37360,LEON,GUANAJUATO,W4149,414,9931.0,C
1-507220-LA,M,28219,MANZANILLO,COLIMA,W1528,152,6150.0,S
1-410119-P\,F,43660,TULANCINGO DE BRAVO,HIDALGO,W0073,7,9934.0,S
1-953540-LR,F,62270,CUERNAVACA,MORELOS,W4788,478,9931.0,S
1-241784-KY,F,21448,TECATE,BAJA CALIFORNIA,W1364,136,6777.0,C
1-851965-PD,F,47000,SAN JUAN DE LOS LAGOS,JALISCO,W1552,155,6150.0,S
1-816856-HL,M,14370,TLALPAN,CIUDAD DE MEXICO,V0500,1006,4831.0,C
1-103350-ZZ,M,3400,BENITO JUAREZ,CIUDAD DE MEXICO,V0177,24,4831.0,C
1-167151-OU,F,22920,ENSENADA,BAJA CALIFORNIA,W1391,139,6777.0,S
1-686683-WD,M,49700,SAN GABRIEL,JALISCO,W1662,166,6150.0,C
1-273589-UX,M,47180,ARANDAS,JALISCO,V0153,162,6150.0,C
1-739374-HM,F,86280,CENTRO,TABASCO,W3464,346,9610.0,S
1-162864-H[,M,23473,LOS CABOS,BAJA CALIFORNIA SUR,X6873,1687,6777.0,C
1-821620-HX,M,90340,APIZACO,TLAXCALA,W3305,330,9933.0,C
1-630214-[A,F,45470,ACATIC,JALISCO,W1751,175,6150.0,C
1-985555-FM,M,66130,SANTA CATARINA,NUEVO LEON,V0116,533,9932.0,C
1-744569-GJ,M,74870,TECOMATLAN,PUEBLA,W3194,319,9933.0,C
1-700544-VW,M,61509,ZITACUARO,MICHOACAN DE OCAMPO,W2982,298,9934.0,C
1-800123-NW,M,14300,TLALPAN,CIUDAD DE MEXICO,V0003,835,4831.0,C
1-800412-PX,M,48050,AYUTLA,JALISCO,W1702,170,6150.0,C
1-550919-IB,F,47170,SAN JULIAN,JALISCO,W1653,165,6150.0,S
1-974620-JQ,M,16410,XOCHIMILCO,CIUDAD DE MEXICO,W0291,29,4831.0,S
1-798319-OA,F,53300,NAUCALPAN,MEXICO,Z0102,3010,4831.0,S
1-549325-YO,F,91000,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,V0188,335,9933.0,S
1-168164-OM,M,62450,CUERNAVACA,MORELOS,W6871,687,9934.0,C
1-147051-DN,F,6900,CUAUHTEMOC,CIUDAD DE MEXICO,V0121,41,9934.0,C
1-548887-[A,M,55900,OTUMBA,MEXICO,W0278,27,9934.0,C
1-240102-AT,M,45116,ZAPOPAN,JALISCO,V0651,99,9934.0,S
1-818131-IJ,M,1299,ALVARO OBREGON,CIUDAD DE MEXICO,W0413,41,9934.0,C
1-162637-UV,F,3100,BENITO JUAREZ,CIUDAD DE MEXICO,X4452,1445,4831.0,S
1-287719-DT,F,45069,ZAPOPAN,JALISCO,W1183,118,6150.0,C
1-866702-VD,M,29010,TUXTLA GUTIERREZ,CHIAPAS,V0443,359,9610.0,C
1-602008-UO,M,7090,GUSTAVO A MADERO,CIUDAD DE MEXICO,W4928,492,9934.0,C
1-752392-FA,M,64898,MONTERREY,NUEVO LEON,W3988,398,9932.0,C
1-187181-VN,F,8900,MEXICO,CIUDAD DE MEXICO,V0651,99,9934.0,S
1-608677-ZD,F,6900,CUAUHTEMOC,CIUDAD DE MEXICO,W0014,1,4831.0,S
1-289410-XN,M,34220,DURANGO,DURANGO,V0211,222,9932.0,C
1-672672-MN,M,27105,TORREON,COAHUILA DE ZARAGOZA,W2294,229,9932.0,S
1-899261-CE,F,4870,COYOACAN,CIUDAD DE MEXICO,Z0138,3013,4831.0,C
1-245552-[F,F,43630,TULANCINGO DE BRAVO,HIDALGO,W3272,327,9933.0,C
1-728815-CM,M,9860,IZTAPALAPA,CIUDAD DE MEXICO,W5762,576,4831.0,D
1-243818-FA,M,58170,MORELIA,MICHOACAN DE OCAMPO,W2748,274,9931.0,S
1-910904-VA,M,45260,IXTLAHUACAN DEL RIO,JALISCO,W1764,176,6150.0,C
1-964456-XV,F,82110,MAZATLAN,SINALOA,W6811,681,6777.0,C
1-220296-HS,M,45920,CHAPALA,JALISCO,W1262,126,6150.0,C
1-445404-O[,M,82103,MAZATLAN,SINALOA,V0203,204,6777.0,C
1-930698-LC,F,44980,GUADALAJARA,JALISCO,W4491,449,6150.0,C
1-456488-VL,M,31214,CHIHUAHUA,CHIHUAHUA,V0454,750,6777.0,C
1-963484-VH,F,44650,GUADALAJARA,JALISCO,V0398,3808,6150.0,C
1-784803-AZ,M,54080,TLALNEPANTLA,MEXICO,W0652,65,9934.0,S
1-411232-[V,M,83070,HERMOSILLO,SONORA,W1774,177,6777.0,S
1-476228-CA,M,45690,EL SALTO,JALISCO,W1092,109,6150.0,C
1-391499-AF,M,54943,TULTITLAN,MEXICO,W0584,58,9934.0,C
1-564588-FE,F,80000,CULIACAN,SINALOA,X9875,1987,6777.0,C
1-157167-P\,M,91097,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,W3348,334,9933.0,S
1-984507-HM,M,3100,BENITO JUAREZ,CIUDAD DE MEXICO,W0441,44,4831.0,S
1-129741-DB,F,21290,MEXICALI,BAJA CALIFORNIA,W1458,145,6777.0,S
1-184041-IE,F,45138,ZAPOPAN,JALISCO,Z0748,3074,6150.0,S
1-414385-XV,M,72590,PUEBLA,PUEBLA,X6782,1678,9933.0,C
1-884133-FC,M,3340,BENITO JUAREZ,CIUDAD DE MEXICO,W2934,293,6150.0,C
1-440080-SP,M,31376,CHIHUAHUA,CHIHUAHUA,W2181,218,6777.0,C
1-102155-KL,F,97206,MERIDA,YUCATAN,W3748,374,9610.0,S
1-301102-ON,M,4739,COYOACAN,CIUDAD DE MEXICO,V0403,610,4831.0,S
1-867923-[P,F,62160,CUERNAVACA,MORELOS,W4962,496,4831.0,S
1-291444-QU,M,45040,ZAPOPAN,JALISCO,W1009,100,6150.0,C
1-399362-SX,M,48760,TONAYA,JALISCO,W1673,167,6150.0,C
1-534165-WP,F,97144,MERIDA,YUCATAN,V0419,655,9610.0,C
1-300685-LU,F,62744,CUAUTLA,MORELOS,W0078,7,9934.0,C
1-636939-TW,F,48200,TALPA DE ALLENDE,JALISCO,W1635,163,6150.0,C
1-325674-PG,M,11410,MIGUEL HIDALGO,CIUDAD DE MEXICO,W0995,99,9934.0,C
1-866105-XW,F,44200,GUADALAJARA,JALISCO,V0610,3708,6150.0,C
1-337433-[I,F,11400,MIGUEL HIDALGO,CIUDAD DE MEXICO,W0072,7,9934.0,S
1-682630-MH,M,44690,GUADALAJARA,JALISCO,V0102,116,6150.0,C
